budget,homepage,id,popularity,revenue,runtime,video,vote_average,vote_count,is_image,is_tagline,collection_id,companies_num,languages_num,rating,genre_num,actors_num,top_actors,actor_rating,female_actors_per,crew_size,authors,author_rating,directors,director_rating,screenplay,screenplay_rating,producers,producer_rating,crew_per_actor,month,year,genre_Fantasy,genre_Action,genre_Adventure,genre_Comedy,genre_Horror,genre_Documentary,genre_Mystery,genre_Thriller,genre_Science Fiction,genre_Drama,genre_Romance,genre_Crime,genre_War,genre_History,genre_Music,genre_Family,genre_Animation,genre_Western,genre_TV Movie,season_released_spring,season_released_summer,season_released_sutumn,season_released_winter,companies_avg_rev,actor_Nicolas Cage,actor_Arnold Schwarzenegger,actor_Robert De Niro,actor_Clint Eastwood,actor_Denzel Washington,actor_Tom Hanks,actor_Johnny Depp,actor_Tom Cruise,actor_Bruce Willis,actor_Sylvester Stallone,actor_Matt Damon,actor_Keanu Reeves,actor_Liam Neeson,actor_Dennis Quaid,actor_Shah Rukh Khan,actor_Antonio Banderas,actor_Adam Sandler,actor_Eddie Murphy,actor_Ethan Hawke,actor_Leonardo DiCaprio,actor_Harrison Ford,actor_Mel Gibson,actor_John Travolta,actor_Jackie Chan,actor_John Cusack,actor_George Clooney,actor_Kevin Costner,actor_Morgan Freeman,actor_Robin Williams,actor_Meryl Streep,author_William Shakespeare,author_Jim Thomas,author_Michael Crichton,author_Tsui Hark,author_Luc Besson,author_Hans Christian Andersen,author_Scott Frank,author_Pedro Almodóvar,author_L. Frank Baum,author_J. F. Lawton,author_Amy Heckerling,author_John Ridley,author_Emmanuèle Bernheim,author_Bill Bryson,author_John Boorman,author_Tatsuo Yoshida,author_Woody Allen,author_Mike White,author_Phil Sears,author_Winston Graham,author_Scott Silver,author_Armistead Maupin,author_Steve Lopez,author_Terence Winter,author_Thomas Rose,author_Godfrey Reggio,author_Sylvia Nasar,author_Todd McFarlane,author_Darren Aronofsky,author_Milan Trenc,director_Clint Eastwood,director_Ridley Scott,director_Steven Spielberg,director_Alfred Hitchcock,director_Robert Rodriguez,director_Woody Allen,director_Ron Howard,director_Richard Donner,director_Sidney Lumet,director_Steven Soderbergh,director_Robert Zemeckis,director_Wes Craven,director_Oliver Stone,director_Blake Edwards,director_Rob Reiner,director_Renny Harlin,director_Tim Burton,director_Garry Marshall,director_Joel Schumacher,director_John Carpenter,director_Martin Scorsese,director_Phillip Noyce,director_Gus Van Sant,director_Walter Hill,director_Lasse Hallström,director_Quentin Tarantino,director_Sam Raimi,director_Richard Linklater,director_Joel Coen,director_Spike Lee,screenplay_Luc Besson,screenplay_Oliver Stone,screenplay_Akiva Goldsman,screenplay_John Hughes,screenplay_Richard Maibaum,screenplay_Sylvester Stallone,screenplay_John Logan,screenplay_Brian Helgeland,screenplay_William Goldman,screenplay_Quentin Tarantino,screenplay_Eric Roth,screenplay_David Koepp,screenplay_George A. Romero,screenplay_Ted Elliott,screenplay_Pedro Almodóvar,screenplay_Lowell Ganz,screenplay_William Nicholson,screenplay_Richard LaGravenese,screenplay_David Mamet,screenplay_Ronald Bass,screenplay_Ernest Lehman,screenplay_Larry Ferguson,screenplay_Billy Wilder,screenplay_Peter Jackson,screenplay_Billy Ray,screenplay_Steven E. de Souza,screenplay_Blake Edwards,screenplay_Matthew Robbins,screenplay_Steven Zaillian,screenplay_Joel Coen,producer_Tim Bevan,producer_Brian Grazer,producer_Joel Silver,producer_Scott Rudin,producer_Arnon Milchan,producer_Clint Eastwood,producer_Jerry Bruckheimer,producer_Tom Rosenberg,producer_Steve Golin,producer_John Davis,producer_Luc Besson,producer_Neal H. Moritz,producer_Steven Spielberg,producer_Charles Roven,producer_Michael Bay,producer_Robert Rodriguez,producer_Menahem Golan,producer_Ridley Scott,producer_Roger Birnbaum,producer_Alfred Hitchcock,producer_Lawrence Bender,producer_Richard D. Zanuck,producer_Anthony Bregman,producer_Albert R. Broccoli,producer_Lawrence Gordon,producer_Mark Johnson,producer_Ivan Reitman,producer_Gale Anne Hurd,producer_Wyck Godfrey,producer_Walter F. Parkes
4000000,1,376867,16.938,65046687,111.0,0,7.4,4588,1,1,0,4,1,7.4,1,26,Trevante Rhodes,5.930000000000001,0.07692307692307693,89,,0.0,Barry Jenkins,7.18,Barry Jenkins,7.18,Dede Gardner,7.689999999999999,3.4230769230769234,10,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75403771.203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,239566,6.82,31911598,139.0,0,6.7,274,1,1,0,3,1,6.9,1,63,Chadwick Boseman,7.43,0.14285714285714285,46,,0.0,Tate Taylor,6.65,Jez Butterworth,6.460000000000001,Brian Grazer,7.989999999999998,0.7301587301587301,8,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8183492.785608078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,1,10288,7.4689999999999985,426224,91.0,0,6.5,248,1,1,0,3,1,6.7,4,15,Billy Connolly,7.7,0.4,36,,0.0,Andrew Currie,5.97,,0.0,Blake Corbet,0.0,2.4,9,2006,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,16685930.02222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,54254,4.488,115605,96.0,0,7.3,34,0,1,0,1,1,7.9,1,9,Mohammad Amir Naji,7.409999999999999,0.0,4,,0.0,Majid Majidi,7.880000000000001,,0.0,,0.0,0.4444444444444444,10,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,115605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000000,1,2757,12.037,32801173,115.0,0,7.4,1351,1,1,0,7,2,7.7,3,26,Nicolas Cage,7.839999999999999,0.3076923076923077,26,,0.0,Spike Jonze,8.03,Charlie Kaufman,7.51,Jonathan Demme,8.01,1.0,12,2002,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,31192978.280545913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,0,331190,10.651,2801508,97.0,0,5.6,139,1,1,0,5,1,5.4,3,23,Kate Mara,7.3,0.2608695652173913,48,,0.0,Jerry Jameson,4.84,Brian Bird,6.5,David Oyelowo,7.659999999999998,2.0869565217391304,9,2015,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8683471.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,1,76487,10.469000000000001,101758490,83.0,0,4.7,494,1,1,0,2,1,4.2,2,10,Fernanda Andrade,0.0,0.3,44,,0.0,William Brent Bell,0.0,,0.0,Matthew Peterman,0.0,4.4,1,2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106019006.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,1,39486,9.335,60251371,123.0,0,7.1,242,1,1,0,3,1,7.2,1,26,Diane Lane,7.5299999999999985,0.19230769230769232,46,,0.0,Randall Wallace,0.0,Mike Rich,0.0,Mark Ciardi,7.01,1.7692307692307692,8,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53916522.153333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000,0,705,13.384,150438,139.0,0,8.2,808,1,1,0,1,2,8.2,1,26,Bette Davis,7.970000000000001,0.4230769230769231,25,,0.0,Joseph L. Mankiewicz,7.790000000000001,Joseph L. Mankiewicz,7.790000000000001,Darryl F. Zanuck,7.83,0.9615384615384616,10,1950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-8343147.721568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,26990,4.729,5800000,96.0,0,5.4,18,0,1,0,5,1,4.5,4,29,Morris Chestnut,6.7700000000000005,0.3103448275862069,2,,0.0,Lance Rivera,4.366666666666667,,0.0,,0.0,0.06896551724137931,12,2007,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,11118494.644444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,364324,3.148,99849421,115.0,0,5.4,38,1,1,1,2,3,5.1,3,6,,0.0,0.3333333333333333,5,,0.0,Lu Chuan,0.0,,0.0,,0.0,0.8333333333333334,9,2015,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74208267.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63600000,0,10461,8.22,19412993,102.0,0,5.0,309,1,1,0,4,1,5.2,4,25,Sylvester Stallone,7.779999999999999,0.24,49,,0.0,Stephen T. Kay,0.0,David McKenna,0.0,Neil Canton,7.900000000000001,1.96,10,2000,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,23012836.209287964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000000,0,12149,10.86,17423030,100.0,0,7.0,641,1,1,0,4,1,7.2,3,13,Bill Paxton,7.889999999999999,0.3076923076923077,12,,0.0,Bill Paxton,7.889999999999999,,0.0,David Kirschner,6.880000000000001,0.9230769230769232,11,2001,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19424403.511038557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,0,15728,4.386,220151,88.0,0,6.7,52,1,1,0,1,1,6.8,2,10,Jonathon Trent,6.43,0.2,4,Q. Allan Brocka,6.7200000000000015,Q. Allan Brocka,6.7200000000000015,,0.0,,0.0,0.4,1,2007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,220151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,1,49494,11.475,27122040,114.0,0,6.1,791,1,1,0,5,1,6.2,2,18,Channing Tatum,7.43,0.0,72,,0.0,Kevin Macdonald,7.82,,0.0,Duncan Kenworthy,7.05,4.0,2,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29081339.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,0,15566,8.161,14793624,91.0,0,5.6,290,1,1,0,3,1,5.4,2,17,Ben Affleck,7.999999999999998,0.29411764705882354,7,,0.0,Mike Mitchell,7.469999999999999,Deborah Kaplan,0.0,,0.0,0.4117647058823529,9,2004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38644961.800925925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,1,16564,8.479,530048,103.0,0,6.8,107,1,1,0,5,3,7.0,3,15,Martijn Lakemeier,6.5200000000000005,0.13333333333333333,50,,0.0,Martin Koolhoven,6.569999999999999,Martin Koolhoven,6.569999999999999,Els Vandevorst,7.1400000000000015,3.333333333333333,11,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,530048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000000,0,11221,5.1960000000000015,19265302,94.0,0,4.2,50,1,1,0,2,1,3.8,2,6,Dudley Moore,7.18,0.5,29,,0.0,Willard Huyck,6.840000000000002,Willard Huyck,6.840000000000002,Gloria Katz,6.67,4.833333333333333,7,1984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26552376.231939163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,0,238751,9.055,1700000,97.0,0,6.4,103,1,1,1,1,2,6.4,1,17,Eric Roberts,8.440000000000001,0.2352941176470588,6,,0.0,Robert Radler,4.6,,0.0,Peter Strauss,6.569999999999999,0.35294117647058826,11,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20430649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000,0,8583,8.0,4530929,111.0,0,7.1,113,1,1,0,4,1,7.2,2,8,Catherine McCormack,7.290000000000001,0.5,7,,0.0,Marshall Herskovitz,7.739999999999998,Jeannine Dominy,0.0,Edward Zwick,7.710000000000001,0.875,2,1998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,43604278.70314132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000,0,6967,2.799,22000000,131.0,0,6.7,30,0,1,0,2,1,6.5,1,15,Nina Hoss,6.88,0.2,9,,0.0,Hermine Huntgeburth,6.43,Günter Rohrbach,7.610000000000001,Günter Rohrbach,7.610000000000001,0.6,9,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30870240.93478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,0,77908,2.815,1160268,93.0,0,3.4,4,1,1,0,2,1,4.1,3,15,Gary Dourdan,7.2700000000000005,0.2,6,,0.0,Rob Hardy,5.42,,0.0,William Packer,0.0,0.4,2,2000,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,33632566.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,26719,6.3320000000000025,2585639,102.0,0,7.0,148,1,1,0,1,1,7.3,4,11,Lindsay Crouse,7.389999999999999,0.18181818181818185,76,,0.0,David Mamet,7.58,David Mamet,7.58,Michael Hausman,7.9,6.909090909090909,10,1987,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2585639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,0,36677,3.91,1579260,94.0,0,5.1,31,1,1,0,2,1,4.8,1,15,Richard Jordan,7.32,0.13333333333333333,48,,0.0,Alan Johnson,6.239999999999998,Walon Green,7.360000000000001,Irene Walzer,5.866666666666666,3.2,11,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14726300.189393938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
